user_id,username,role,country,city,browser,behaviour_profile,account_created,active
652,user_0652,Customer,Singapore,Singapore,Firefox 140.0 (Ubuntu),Shopper,2025-05-12,True
653,user_0653,Visitor,Ethiopia,Mekelle,Firefox 140.0 (Ubuntu),Shopper,2025-03-26,True
654,user_0654,API Client,United States,New York,Chrome Mobile (Android),Shopper,2026-01-22,False
655,user_0655,Customer,Kenya,Nairobi,Safari 18.0 (macOS),Casual Visitor,2023-08-29,True
656,user_0656,Customer,Tanzania,Dar es Salaam,Edge 138.0 (Windows 11),Casual Visitor,2026-01-09,True
657,user_0657,Visitor,Ethiopia,Mekelle,Edge 138.0 (Windows 11),Casual Visitor,2025-03-11,True
658,user_0658,Visitor,United Kingdom,London,Edge 138.0 (Windows 11),Registered User,2025-08-08,True
659,user_0659,Administrator,Singapore,Singapore,Firefox 140.0 (Ubuntu),API Client,2023-08-08,True
660,user_0660,Customer,Singapore,Singapore,Firefox 140.0 (Ubuntu),Shopper,2025-01-26,True
661,user_0661,Visitor,Germany,Berlin,Safari 18.0 (macOS),Shopper,2024-11-04,True
662,user_0662,Visitor,Uganda,Kampala,Edge 138.0 (Windows 11),Casual Visitor,2025-03-26,True
663,user_0663,Customer,Uganda,Kampala,Chrome Mobile (Android),Registered User,2025-05-10,True
664,user_0664,Visitor,Germany,Berlin,Safari 18.0 (macOS),Shopper,2025-11-12,True
665,user_0665,Customer,Ethiopia,Addis Ababa,Chrome Mobile (Android),Casual Visitor,2025-11-24,True
666,user_0666,Visitor,Kenya,Nairobi,Chrome Mobile (Android),Casual Visitor,2026-02-21,True
667,user_0667,Visitor,United States,New York,Safari 18.0 (macOS),Casual Visitor,2024-07-06,True
668,user_0668,Visitor,Kenya,Mombasa,Firefox 140.0 (Ubuntu),Casual Visitor,2025-08-26,True
669,user_0669,API Client,Singapore,Singapore,Firefox 140.0 (Ubuntu),Casual Visitor,2024-07-04,True
670,user_0670,Customer,United Kingdom,London,Chrome Mobile (Android),Casual Visitor,2024-09-25,True
671,user_0671,Visitor,Germany,Berlin,Edge 138.0 (Windows 11),Casual Visitor,2025-06-06,True
672,user_0672,Visitor,Singapore,Singapore,Firefox 140.0 (Ubuntu),Shopper,2025-08-22,True
673,user_0673,Customer,Ethiopia,Addis Ababa,Chrome Mobile (Android),Registered User,2023-09-13,True
674,user_0674,Customer,Singapore,Singapore,Chrome 138.0 (Windows 11),Casual Visitor,2025-03-25,True
675,user_0675,Customer,Ethiopia,Addis Ababa,Safari 18.0 (macOS),API Client,2025-01-02,True
676,user_0676,Visitor,Tanzania,Dar es Salaam,Chrome 138.0 (Windows 11),Administrator,2026-06-03,True
677,user_0677,Customer,India,Mumbai,Edge 138.0 (Windows 11),Shopper,2026-06-19,True
678,user_0678,API Client,United Kingdom,London,Firefox 140.0 (Ubuntu),Casual Visitor,2025-04-18,True
679,user_0679,Visitor,Tanzania,Dar es Salaam,Edge 138.0 (Windows 11),Casual Visitor,2024-04-11,True
680,user_0680,Visitor,India,Mumbai,Edge 138.0 (Windows 11),Shopper,2025-07-25,True
681,user_0681,Customer,Ethiopia,Mekelle,Firefox 140.0 (Ubuntu),Registered User,2024-02-13,True
682,user_0682,Customer,Ethiopia,Addis Ababa,Chrome Mobile (Android),Shopper,2026-03-22,True
683,user_0683,Administrator,Germany,Berlin,Chrome Mobile (Android),Casual Visitor,2025-11-05,True
684,user_0684,Customer,Singapore,Singapore,Firefox 140.0 (Ubuntu),Casual Visitor,2023-09-09,True
685,user_0685,Visitor,United States,New York,Chrome Mobile (Android),Casual Visitor,2025-04-02,True
686,user_0686,Customer,Kenya,Nairobi,Chrome Mobile (Android),Shopper,2026-02-03,True
687,user_0687,Visitor,Uganda,Kampala,Chrome Mobile (Android),Administrator,2025-12-22,True
688,user_0688,Administrator,Uganda,Kampala,Chrome 138.0 (Windows 11),Casual Visitor,2026-05-24,True
689,user_0689,Visitor,Ethiopia,Mekelle,Chrome 138.0 (Windows 11),Shopper,2023-09-10,True
690,user_0690,Visitor,United Kingdom,London,Safari 18.0 (macOS),Registered User,2023-12-07,True
691,user_0691,Customer,United Kingdom,London,Chrome Mobile (Android),Shopper,2026-04-23,True
692,user_0692,Visitor,United States,New York,Safari 18.0 (macOS),Casual Visitor,2025-05-25,True
693,user_0693,Visitor,Ethiopia,Mekelle,Firefox 140.0 (Ubuntu),Shopper,2024-02-25,True
694,user_0694,Customer,United Kingdom,London,Chrome Mobile (Android),Casual Visitor,2025-07-16,True
695,user_0695,Visitor,India,Mumbai,Chrome Mobile (Android),Shopper,2024-05-07,True
696,user_0696,Visitor,Uganda,Kampala,Chrome 138.0 (Windows 11),Shopper,2023-10-16,True
697,user_0697,Visitor,United Kingdom,London,Safari 18.0 (macOS),Shopper,2024-09-06,True
698,user_0698,Visitor,Germany,Berlin,Firefox 140.0 (Ubuntu),Shopper,2025-03-09,True
699,user_0699,Customer,Singapore,Singapore,Firefox 140.0 (Ubuntu),Casual Visitor,2024-12-19,True
700,user_0700,Customer,Uganda,Kampala,Chrome Mobile (Android),Shopper,2024-06-22,True
701,user_0701,Visitor,United States,New York,Chrome Mobile (Android),API Client,2025-07-05,True
702,user_0702,Customer,Uganda,Kampala,Chrome Mobile (Android),Casual Visitor,2024-12-18,True
703,user_0703,Visitor,Uganda,Kampala,Edge 138.0 (Windows 11),Administrator,2025-01-04,True
704,user_0704,Visitor,Ethiopia,Addis Ababa,Firefox 140.0 (Ubuntu),Casual Visitor,2025-03-09,True
705,user_0705,Customer,Singapore,Singapore,Chrome Mobile (Android),Casual Visitor,2024-10-04,True
706,user_0706,Visitor,Kenya,Nairobi,Firefox 140.0 (Ubuntu),Administrator,2025-05-14,True
707,user_0707,Visitor,Kenya,Mombasa,Edge 138.0 (Windows 11),Registered User,2024-08-24,True
708,user_0708,Administrator,Germany,Berlin,Safari 18.0 (macOS),Registered User,2023-12-04,True
709,user_0709,Visitor,Ethiopia,Mekelle,Safari 18.0 (macOS),Registered User,2025-07-29,True
710,user_0710,Customer,Ethiopia,Mekelle,Chrome Mobile (Android),Shopper,2023-08-29,True
711,user_0711,Visitor,Kenya,Nairobi,Safari 18.0 (macOS),Shopper,2025-11-13,True
712,user_0712,Visitor,United Kingdom,London,Firefox 140.0 (Ubuntu),Shopper,2023-10-18,True
713,user_0713,Customer,United States,Dallas,Chrome Mobile (Android),Casual Visitor,2025-01-23,True
714,user_0714,Customer,Tanzania,Dar es Salaam,Chrome Mobile (Android),Shopper,2024-07-12,True
715,user_0715,Visitor,Singapore,Singapore,Edge 138.0 (Windows 11),Shopper,2026-05-04,True
716,user_0716,Customer,Germany,Berlin,Chrome 138.0 (Windows 11),Registered User,2023-11-13,True
717,user_0717,Visitor,Uganda,Kampala,Safari 18.0 (macOS),Registered User,2026-05-07,True
718,user_0718,Visitor,Kenya,Nairobi,Chrome 138.0 (Windows 11),Registered User,2023-09-30,True
719,user_0719,Visitor,India,Mumbai,Edge 138.0 (Windows 11),Casual Visitor,2023-09-16,True
720,user_0720,Administrator,Kenya,Mombasa,Safari 18.0 (macOS),Shopper,2024-08-17,True
721,user_0721,Customer,Kenya,Nairobi,Safari 18.0 (macOS),Casual Visitor,2024-06-03,True
722,user_0722,Visitor,Singapore,Singapore,Chrome Mobile (Android),Shopper,2023-08-30,True
723,user_0723,Visitor,Uganda,Kampala,Chrome 138.0 (Windows 11),API Client,2026-03-21,True
724,user_0724,Visitor,United States,Dallas,Safari 18.0 (macOS),Shopper,2024-03-22,True
725,user_0725,Administrator,Kenya,Nairobi,Chrome Mobile (Android),Casual Visitor,2024-08-03,True
726,user_0726,API Client,United Kingdom,London,Edge 138.0 (Windows 11),Casual Visitor,2024-02-11,False
727,user_0727,Customer,India,Mumbai,Edge 138.0 (Windows 11),Casual Visitor,2025-08-03,True
728,user_0728,Visitor,Singapore,Singapore,Edge 138.0 (Windows 11),Administrator,2026-06-03,True
729,user_0729,Customer,United States,Dallas,Safari 18.0 (macOS),Shopper,2024-01-23,True
730,user_0730,Customer,United Kingdom,London,Chrome Mobile (Android),Registered User,2025-12-22,True
731,user_0731,Visitor,United States,New York,Firefox 140.0 (Ubuntu),Shopper,2024-07-02,True
732,user_0732,API Client,United Kingdom,London,Chrome Mobile (Android),Shopper,2025-07-21,True
733,user_0733,Visitor,United States,New York,Safari 18.0 (macOS),Shopper,2024-08-31,True
734,user_0734,Visitor,Ethiopia,Addis Ababa,Edge 138.0 (Windows 11),Casual Visitor,2025-02-22,True
735,user_0735,Visitor,Uganda,Kampala,Firefox 140.0 (Ubuntu),Casual Visitor,2024-04-15,True
736,user_0736,Visitor,United States,New York,Firefox 140.0 (Ubuntu),Registered User,2026-02-25,True
737,user_0737,Administrator,Ethiopia,Addis Ababa,Safari 18.0 (macOS),Shopper,2026-02-27,True
738,user_0738,Customer,Singapore,Singapore,Edge 138.0 (Windows 11),Shopper,2024-01-23,True
739,user_0739,Visitor,United States,Dallas,Chrome Mobile (Android),Casual Visitor,2024-04-09,True
740,user_0740,Visitor,Uganda,Kampala,Safari 18.0 (macOS),Shopper,2024-11-24,True
741,user_0741,Visitor,Singapore,Singapore,Firefox 140.0 (Ubuntu),Shopper,2024-01-13,True
742,user_0742,Visitor,Singapore,Singapore,Chrome 138.0 (Windows 11),Casual Visitor,2026-01-13,True
743,user_0743,Visitor,Ethiopia,Mekelle,Edge 138.0 (Windows 11),Casual Visitor,2023-09-07,True
744,user_0744,API Client,United States,Dallas,Edge 138.0 (Windows 11),Casual Visitor,2024-11-25,True
745,user_0745,Customer,Tanzania,Dar es Salaam,Edge 138.0 (Windows 11),Casual Visitor,2026-01-09,True
746,user_0746,Customer,India,Mumbai,Chrome Mobile (Android),Shopper,2026-06-16,True
747,user_0747,Customer,United States,New York,Safari 18.0 (macOS),Casual Visitor,2025-03-04,True
748,user_0748,Customer,Uganda,Kampala,Firefox 140.0 (Ubuntu),Shopper,2025-04-06,True
749,user_0749,Customer,Singapore,Singapore,Edge 138.0 (Windows 11),Casual Visitor,2024-06-02,True
750,user_0750,Visitor,Kenya,Mombasa,Firefox 140.0 (Ubuntu),Casual Visitor,2023-11-25,True
751,user_0751,Visitor,India,Mumbai,Edge 138.0 (Windows 11),Casual Visitor,2026-02-03,True
752,user_0752,Visitor,Singapore,Singapore,Safari 18.0 (macOS),Casual Visitor,2026-03-30,True
753,user_0753,API Client,Tanzania,Dar es Salaam,Edge 138.0 (Windows 11),Casual Visitor,2024-08-10,True
754,user_0754,Customer,India,Mumbai,Safari 18.0 (macOS),Shopper,2024-01-04,True
755,user_0755,Customer,Uganda,Kampala,Edge 138.0 (Windows 11),Shopper,2024-11-09,True
756,user_0756,Visitor,Germany,Berlin,Edge 138.0 (Windows 11),Casual Visitor,2026-06-26,True
757,user_0757,Customer,United States,Dallas,Safari 18.0 (macOS),Casual Visitor,2026-02-16,True
758,user_0758,Visitor,United Kingdom,London,Firefox 140.0 (Ubuntu),Registered User,2024-02-03,True
759,user_0759,Administrator,Tanzania,Dar es Salaam,Chrome 138.0 (Windows 11),Casual Visitor,2025-12-25,True
760,user_0760,Administrator,Ethiopia,Addis Ababa,Safari 18.0 (macOS),Shopper,2023-10-01,True
761,user_0761,Visitor,Germany,Berlin,Chrome Mobile (Android),Casual Visitor,2025-01-19,True
762,user_0762,Visitor,Germany,Berlin,Edge 138.0 (Windows 11),Shopper,2025-11-03,True
763,user_0763,Visitor,Singapore,Singapore,Edge 138.0 (Windows 11),Registered User,2025-05-25,True
764,user_0764,API Client,India,Mumbai,Chrome Mobile (Android),Administrator,2026-05-22,True
765,user_0765,Customer,Uganda,Kampala,Safari 18.0 (macOS),Shopper,2025-02-24,True
766,user_0766,Administrator,Germany,Berlin,Safari 18.0 (macOS),Shopper,2023-11-14,True
767,user_0767,Visitor,India,Mumbai,Edge 138.0 (Windows 11),Casual Visitor,2025-09-22,True
768,user_0768,Visitor,Singapore,Singapore,Safari 18.0 (macOS),Shopper,2026-04-30,True
769,user_0769,Visitor,India,Mumbai,Safari 18.0 (macOS),Registered User,2025-01-10,True
770,user_0770,Visitor,Kenya,Mombasa,Chrome Mobile (Android),Shopper,2023-08-18,True
771,user_0771,Visitor,Germany,Berlin,Chrome 138.0 (Windows 11),Shopper,2025-05-12,True
772,user_0772,Customer,United States,Dallas,Chrome Mobile (Android),Registered User,2025-08-29,True
773,user_0773,Visitor,Ethiopia,Addis Ababa,Chrome 138.0 (Windows 11),Shopper,2024-01-09,True
774,user_0774,Visitor,United States,Dallas,Chrome 138.0 (Windows 11),Casual Visitor,2025-06-02,False
775,user_0775,API Client,Kenya,Nairobi,Edge 138.0 (Windows 11),Casual Visitor,2025-02-11,True
776,user_0776,Visitor,Kenya,Nairobi,Chrome 138.0 (Windows 11),Shopper,2026-04-12,True
777,user_0777,API Client,United States,Dallas,Safari 18.0 (macOS),Shopper,2025-07-13,True
778,user_0778,Visitor,Ethiopia,Addis Ababa,Safari 18.0 (macOS),Casual Visitor,2024-03-23,True
779,user_0779,Customer,Tanzania,Dar es Salaam,Chrome 138.0 (Windows 11),Casual Visitor,2025-06-05,True
780,user_0780,Customer,Tanzania,Dar es Salaam,Safari 18.0 (macOS),Casual Visitor,2024-04-28,False
781,user_0781,Customer,Tanzania,Dar es Salaam,Chrome 138.0 (Windows 11),Shopper,2025-10-17,False
782,user_0782,Customer,India,Mumbai,Edge 138.0 (Windows 11),Administrator,2026-05-05,True
783,user_0783,Visitor,Kenya,Nairobi,Edge 138.0 (Windows 11),Casual Visitor,2024-09-21,True
784,user_0784,Visitor,Tanzania,Dar es Salaam,Safari 18.0 (macOS),Casual Visitor,2026-03-12,True
785,user_0785,Visitor,United States,New York,Firefox 140.0 (Ubuntu),Casual Visitor,2025-11-12,True
786,user_0786,Visitor,India,Mumbai,Chrome 138.0 (Windows 11),Casual Visitor,2025-08-19,True
787,user_0787,Visitor,United Kingdom,London,Firefox 140.0 (Ubuntu),Registered User,2025-07-21,True
788,user_0788,Visitor,Uganda,Kampala,Chrome Mobile (Android),Registered User,2025-06-05,True
789,user_0789,Visitor,India,Mumbai,Safari 18.0 (macOS),Casual Visitor,2026-02-04,True
790,user_0790,Customer,Kenya,Mombasa,Chrome Mobile (Android),Casual Visitor,2024-09-18,True
791,user_0791,Visitor,Tanzania,Dar es Salaam,Edge 138.0 (Windows 11),Registered User,2024-12-11,True
792,user_0792,Visitor,Singapore,Singapore,Firefox 140.0 (Ubuntu),Shopper,2024-08-14,True
793,user_0793,Visitor,Singapore,Singapore,Chrome Mobile (Android),Casual Visitor,2023-12-11,True
794,user_0794,Customer,Kenya,Mombasa,Firefox 140.0 (Ubuntu),Casual Visitor,2024-10-05,True
795,user_0795,Visitor,Singapore,Singapore,Safari 18.0 (macOS),Registered User,2025-06-29,True
796,user_0796,Visitor,United States,Dallas,Edge 138.0 (Windows 11),Casual Visitor,2024-08-11,True
797,user_0797,Customer,Ethiopia,Addis Ababa,Firefox 140.0 (Ubuntu),Casual Visitor,2025-07-20,True
798,user_0798,Visitor,Ethiopia,Mekelle,Chrome 138.0 (Windows 11),Shopper,2025-12-31,True
799,user_0799,Visitor,India,Mumbai,Firefox 140.0 (Ubuntu),Shopper,2026-03-04,True
800,user_0800,Administrator,Tanzania,Dar es Salaam,Chrome 138.0 (Windows 11),Shopper,2026-06-01,True
801,user_0801,Customer,United Kingdom,London,Chrome 138.0 (Windows 11),Registered User,2025-03-09,True
802,user_0802,Customer,Kenya,Nairobi,Chrome 138.0 (Windows 11),Administrator,2025-01-02,False
803,user_0803,Customer,Ethiopia,Addis Ababa,Chrome Mobile (Android),Casual Visitor,2023-09-12,True
804,user_0804,Customer,Tanzania,Dar es Salaam,Chrome Mobile (Android),Shopper,2025-09-04,True
805,user_0805,Customer,United Kingdom,London,Safari 18.0 (macOS),Registered User,2024-12-15,True
806,user_0806,Visitor,Uganda,Kampala,Firefox 140.0 (Ubuntu),Shopper,2024-05-07,True
807,user_0807,Customer,United Kingdom,London,Edge 138.0 (Windows 11),Registered User,2025-08-25,True
808,user_0808,Customer,Germany,Berlin,Chrome Mobile (Android),Shopper,2024-06-23,True
809,user_0809,Visitor,Singapore,Singapore,Safari 18.0 (macOS),Shopper,2025-01-31,True
810,user_0810,Customer,Kenya,Mombasa,Chrome Mobile (Android),Casual Visitor,2024-09-03,True
811,user_0811,API Client,Kenya,Mombasa,Firefox 140.0 (Ubuntu),Registered User,2025-01-08,True
812,user_0812,Visitor,United States,New York,Safari 18.0 (macOS),Casual Visitor,2024-10-06,True
813,user_0813,Visitor,United Kingdom,London,Edge 138.0 (Windows 11),Casual Visitor,2026-02-10,True
814,user_0814,Customer,Tanzania,Dar es Salaam,Safari 18.0 (macOS),Casual Visitor,2024-10-01,True
815,user_0815,Visitor,Ethiopia,Mekelle,Chrome Mobile (Android),Casual Visitor,2025-12-09,True
816,user_0816,Customer,United Kingdom,London,Safari 18.0 (macOS),Shopper,2023-08-14,True
817,user_0817,Customer,Tanzania,Dar es Salaam,Safari 18.0 (macOS),Casual Visitor,2025-10-09,True
818,user_0818,Visitor,United Kingdom,London,Firefox 140.0 (Ubuntu),Casual Visitor,2024-05-21,True
819,user_0819,Customer,Germany,Berlin,Chrome Mobile (Android),Shopper,2023-12-09,True
820,user_0820,Visitor,United States,Dallas,Edge 138.0 (Windows 11),Casual Visitor,2024-08-07,True
821,user_0821,Visitor,Kenya,Mombasa,Safari 18.0 (macOS),Shopper,2025-04-21,True
822,user_0822,Visitor,Uganda,Kampala,Firefox 140.0 (Ubuntu),Shopper,2025-08-26,True
823,user_0823,Visitor,Tanzania,Dar es Salaam,Edge 138.0 (Windows 11),Registered User,2025-12-08,True
824,user_0824,Customer,Ethiopia,Addis Ababa,Safari 18.0 (macOS),Casual Visitor,2024-08-06,True
825,user_0825,Customer,United Kingdom,London,Firefox 140.0 (Ubuntu),API Client,2025-08-07,True
826,user_0826,Visitor,India,Mumbai,Firefox 140.0 (Ubuntu),Casual Visitor,2026-04-28,True
827,user_0827,Customer,Ethiopia,Addis Ababa,Firefox 140.0 (Ubuntu),Administrator,2025-08-30,True
828,user_0828,Visitor,United States,New York,Chrome 138.0 (Windows 11),Casual Visitor,2025-06-25,True
829,user_0829,Customer,United Kingdom,London,Firefox 140.0 (Ubuntu),Casual Visitor,2023-08-25,True
830,user_0830,Customer,United States,Dallas,Firefox 140.0 (Ubuntu),Shopper,2023-12-21,True
831,user_0831,Visitor,Germany,Berlin,Chrome 138.0 (Windows 11),Casual Visitor,2024-10-29,True
832,user_0832,Visitor,United States,New York,Chrome 138.0 (Windows 11),Casual Visitor,2024-07-08,True
833,user_0833,Visitor,United Kingdom,London,Safari 18.0 (macOS),Casual Visitor,2025-04-18,True
834,user_0834,Visitor,Ethiopia,Mekelle,Chrome Mobile (Android),Shopper,2024-08-10,True
835,user_0835,Customer,Singapore,Singapore,Chrome 138.0 (Windows 11),Casual Visitor,2024-11-16,True
836,user_0836,Visitor,United States,Dallas,Firefox 140.0 (Ubuntu),Casual Visitor,2026-05-26,True
837,user_0837,Visitor,United Kingdom,London,Chrome Mobile (Android),Casual Visitor,2026-01-18,True
838,user_0838,Customer,United States,Dallas,Chrome 138.0 (Windows 11),Administrator,2025-02-22,True
839,user_0839,Visitor,Tanzania,Dar es Salaam,Safari 18.0 (macOS),Shopper,2025-08-03,True
840,user_0840,Visitor,Germany,Berlin,Chrome Mobile (Android),Casual Visitor,2025-12-05,False
841,user_0841,Visitor,United Kingdom,London,Firefox 140.0 (Ubuntu),Shopper,2025-10-31,True
842,user_0842,Visitor,Tanzania,Dar es Salaam,Chrome Mobile (Android),Administrator,2025-01-14,True
843,user_0843,Visitor,Uganda,Kampala,Chrome Mobile (Android),Shopper,2025-05-20,True
844,user_0844,Customer,Uganda,Kampala,Firefox 140.0 (Ubuntu),Registered User,2025-11-30,True
845,user_0845,Visitor,Germany,Berlin,Edge 138.0 (Windows 11),Casual Visitor,2024-12-24,True
846,user_0846,Visitor,Uganda,Kampala,Chrome Mobile (Android),Shopper,2025-01-26,True
847,user_0847,Visitor,Tanzania,Dar es Salaam,Chrome 138.0 (Windows 11),Casual Visitor,2025-07-03,True
848,user_0848,Visitor,India,Mumbai,Chrome Mobile (Android),Shopper,2024-09-22,True
849,user_0849,Visitor,Uganda,Kampala,Firefox 140.0 (Ubuntu),Casual Visitor,2024-11-17,True
850,user_0850,Administrator,Germany,Berlin,Safari 18.0 (macOS),Casual Visitor,2024-08-23,True
851,user_0851,Visitor,Tanzania,Dar es Salaam,Safari 18.0 (macOS),Registered User,2024-07-22,True
852,user_0852,Customer,United Kingdom,London,Safari 18.0 (macOS),Shopper,2024-02-02,True
853,user_0853,Visitor,Germany,Berlin,Chrome Mobile (Android),Shopper,2024-05-24,True
854,user_0854,Visitor,Kenya,Nairobi,Chrome 138.0 (Windows 11),Registered User,2024-12-01,True
855,user_0855,API Client,Singapore,Singapore,Chrome 138.0 (Windows 11),Shopper,2024-01-31,True
856,user_0856,Visitor,Kenya,Nairobi,Safari 18.0 (macOS),Registered User,2025-11-08,True
857,user_0857,Visitor,United States,Dallas,Edge 138.0 (Windows 11),Shopper,2024-05-12,True
858,user_0858,Visitor,Singapore,Singapore,Safari 18.0 (macOS),Casual Visitor,2024-05-22,True
859,user_0859,Visitor,Uganda,Kampala,Edge 138.0 (Windows 11),Shopper,2024-06-30,True
860,user_0860,Visitor,Tanzania,Dar es Salaam,Edge 138.0 (Windows 11),Shopper,2025-08-20,True
861,user_0861,Visitor,Uganda,Kampala,Safari 18.0 (macOS),Shopper,2024-10-01,True
862,user_0862,Visitor,Germany,Berlin,Safari 18.0 (macOS),Casual Visitor,2026-01-30,True
863,user_0863,Visitor,United Kingdom,London,Firefox 140.0 (Ubuntu),Casual Visitor,2025-10-21,True
864,user_0864,Visitor,Germany,Berlin,Safari 18.0 (macOS),Casual Visitor,2026-02-11,True
865,user_0865,Visitor,Uganda,Kampala,Edge 138.0 (Windows 11),Casual Visitor,2024-10-11,True
866,user_0866,Customer,India,Mumbai,Safari 18.0 (macOS),Casual Visitor,2024-01-02,True
867,user_0867,Visitor,India,Mumbai,Chrome 138.0 (Windows 11),Shopper,2024-05-26,True
868,user_0868,Customer,Singapore,Singapore,Chrome Mobile (Android),Registered User,2024-11-01,True
869,user_0869,Visitor,Uganda,Kampala,Edge 138.0 (Windows 11),Casual Visitor,2024-07-17,True
870,user_0870,Administrator,United States,Dallas,Chrome 138.0 (Windows 11),Casual Visitor,2025-02-09,False
871,user_0871,Customer,Uganda,Kampala,Chrome Mobile (Android),Shopper,2024-05-03,True
872,user_0872,Administrator,India,Mumbai,Chrome 138.0 (Windows 11),Registered User,2024-11-10,True
873,user_0873,Customer,Germany,Berlin,Chrome Mobile (Android),Casual Visitor,2023-08-20,True
874,user_0874,Visitor,Ethiopia,Mekelle,Safari 18.0 (macOS),Shopper,2025-11-05,True
875,user_0875,Customer,Kenya,Nairobi,Chrome Mobile (Android),API Client,2024-02-11,True
876,user_0876,Customer,United States,Dallas,Edge 138.0 (Windows 11),Casual Visitor,2024-09-28,True
877,user_0877,Customer,United Kingdom,London,Safari 18.0 (macOS),Shopper,2023-10-08,True
878,user_0878,Customer,India,Mumbai,Firefox 140.0 (Ubuntu),Registered User,2023-10-22,False
879,user_0879,Visitor,Kenya,Nairobi,Chrome 138.0 (Windows 11),Registered User,2025-12-05,True
880,user_0880,Visitor,Germany,Berlin,Edge 138.0 (Windows 11),Shopper,2024-10-25,True
881,user_0881,Customer,Kenya,Nairobi,Edge 138.0 (Windows 11),Registered User,2024-02-11,True
882,user_0882,Customer,Singapore,Singapore,Chrome 138.0 (Windows 11),Shopper,2026-04-15,True
883,user_0883,Visitor,Kenya,Nairobi,Edge 138.0 (Windows 11),Administrator,2025-08-30,True
884,user_0884,Customer,India,Mumbai,Safari 18.0 (macOS),Casual Visitor,2024-01-05,True
885,user_0885,Visitor,Singapore,Singapore,Safari 18.0 (macOS),Administrator,2023-08-18,True
886,user_0886,Customer,Singapore,Singapore,Edge 138.0 (Windows 11),Shopper,2026-01-06,True
887,user_0887,Visitor,United Kingdom,London,Firefox 140.0 (Ubuntu),Casual Visitor,2024-10-13,True
888,user_0888,Customer,Germany,Berlin,Safari 18.0 (macOS),Casual Visitor,2025-07-28,True
889,user_0889,Customer,United States,Dallas,Edge 138.0 (Windows 11),Shopper,2025-08-11,True
890,user_0890,Visitor,Tanzania,Dar es Salaam,Edge 138.0 (Windows 11),Casual Visitor,2025-06-13,True
891,user_0891,Customer,Ethiopia,Mekelle,Firefox 140.0 (Ubuntu),Administrator,2025-01-09,True
892,user_0892,Administrator,Kenya,Mombasa,Firefox 140.0 (Ubuntu),Casual Visitor,2024-05-11,True
893,user_0893,Customer,Singapore,Singapore,Firefox 140.0 (Ubuntu),Registered User,2023-10-17,True
894,user_0894,Visitor,Singapore,Singapore,Chrome 138.0 (Windows 11),Shopper,2024-08-25,True
895,user_0895,Visitor,Singapore,Singapore,Chrome 138.0 (Windows 11),Shopper,2025-08-10,True
896,user_0896,Visitor,Ethiopia,Mekelle,Chrome 138.0 (Windows 11),Casual Visitor,2024-01-23,True
897,user_0897,Customer,United States,New York,Edge 138.0 (Windows 11),Shopper,2023-11-08,True
898,user_0898,Visitor,Tanzania,Dar es Salaam,Chrome Mobile (Android),Casual Visitor,2025-04-12,True
899,user_0899,Visitor,Ethiopia,Mekelle,Edge 138.0 (Windows 11),Casual Visitor,2025-08-31,False
900,user_0900,Visitor,Singapore,Singapore,Edge 138.0 (Windows 11),Shopper,2023-11-22,True
901,user_0901,Visitor,United States,New York,Edge 138.0 (Windows 11),Shopper,2026-01-11,True
902,user_0902,Visitor,India,Mumbai,Safari 18.0 (macOS),Administrator,2026-04-02,True
903,user_0903,Visitor,Germany,Berlin,Safari 18.0 (macOS),Casual Visitor,2023-10-21,True
904,user_0904,Visitor,India,Mumbai,Firefox 140.0 (Ubuntu),Registered User,2024-03-21,True
905,user_0905,API Client,Singapore,Singapore,Safari 18.0 (macOS),Shopper,2024-03-17,True
906,user_0906,Visitor,India,Mumbai,Safari 18.0 (macOS),Shopper,2025-12-20,True
907,user_0907,Administrator,Uganda,Kampala,Safari 18.0 (macOS),Casual Visitor,2024-11-12,True
908,user_0908,Visitor,United Kingdom,London,Chrome 138.0 (Windows 11),Casual Visitor,2023-12-09,True
909,user_0909,Customer,India,Mumbai,Edge 138.0 (Windows 11),Registered User,2024-08-18,True
910,user_0910,Visitor,Uganda,Kampala,Chrome 138.0 (Windows 11),Casual Visitor,2024-01-30,True
911,user_0911,Visitor,United States,Dallas,Safari 18.0 (macOS),Casual Visitor,2025-12-12,True
912,user_0912,Visitor,Uganda,Kampala,Edge 138.0 (Windows 11),Casual Visitor,2025-05-06,True
913,user_0913,Customer,Germany,Berlin,Edge 138.0 (Windows 11),Shopper,2026-02-25,True
914,user_0914,Visitor,Ethiopia,Mekelle,Chrome Mobile (Android),Shopper,2026-02-10,True
915,user_0915,Visitor,India,Mumbai,Safari 18.0 (macOS),Casual Visitor,2026-03-16,True
916,user_0916,Visitor,Germany,Berlin,Chrome 138.0 (Windows 11),Casual Visitor,2024-07-14,True
917,user_0917,Customer,Kenya,Nairobi,Safari 18.0 (macOS),Shopper,2025-10-18,True
918,user_0918,Visitor,India,Mumbai,Edge 138.0 (Windows 11),Casual Visitor,2025-03-11,True
919,user_0919,Customer,United States,Dallas,Edge 138.0 (Windows 11),API Client,2025-06-28,True
920,user_0920,Customer,Singapore,Singapore,Edge 138.0 (Windows 11),Casual Visitor,2025-06-16,True
921,user_0921,Customer,Kenya,Nairobi,Edge 138.0 (Windows 11),Casual Visitor,2024-11-02,True
922,user_0922,Visitor,Kenya,Nairobi,Chrome Mobile (Android),Casual Visitor,2026-01-29,True
